row_index,group_fold,media_source,is_fake
14857,0,reuters,0
14858,0,reuters,0
14859,0,reuters,0
14860,0,reuters,0
14861,0,reuters,0
14862,0,reuters,0
14863,0,reuters,0
14864,0,reuters,0
14865,0,reuters,0
14866,0,reuters,0
14867,0,reuters,0
14868,0,reuters,0
14869,0,reuters,0
14870,0,reuters,0
14871,0,reuters,0
14872,0,reuters,0
14873,0,reuters,0
14874,0,reuters,0
14875,0,reuters,0
14876,0,reuters,0
14877,0,reuters,0
14878,0,reuters,0
14879,0,reuters,0
14880,0,reuters,0
14881,0,reuters,0
14882,0,reuters,0
14883,0,reuters,0
14884,0,reuters,0
14885,0,reuters,0
14886,0,reuters,0
14887,0,reuters,0
14888,0,reuters,0
14889,0,reuters,0
14890,0,reuters,0
14891,0,reuters,0
14892,0,reuters,0
14893,0,reuters,0
14894,0,reuters,0
14895,0,reuters,0
14896,0,reuters,0
14897,0,reuters,0
14898,0,reuters,0
14899,0,reuters,0
14900,0,reuters,0
14901,0,reuters,0
14902,0,reuters,0
14903,0,reuters,0
14904,0,reuters,0
14905,0,reuters,0
14906,0,reuters,0
14907,0,reuters,0
14908,0,reuters,0
14909,0,reuters,0
14910,0,reuters,0
14911,0,reuters,0
14912,0,reuters,0
14913,0,reuters,0
14914,0,reuters,0
14915,0,reuters,0
14916,0,reuters,0
14917,0,reuters,0
14918,0,reuters,0
14919,0,reuters,0
14920,0,reuters,0
14921,0,reuters,0
14922,0,reuters,0
14923,0,reuters,0
14924,0,reuters,0
14925,0,reuters,0
14926,0,reuters,0
14927,0,reuters,0
14928,0,reuters,0
14929,0,reuters,0
14930,0,reuters,0
14931,0,reuters,0
14932,0,reuters,0
14933,0,reuters,0
14934,0,reuters,0
14935,0,reuters,0
14936,0,reuters,0
14937,0,reuters,0
14938,0,reuters,0
14939,0,reuters,0
14940,0,reuters,0
14941,0,reuters,0
14942,0,reuters,0
14943,0,reuters,0
14944,0,reuters,0
14945,0,reuters,0
14946,0,reuters,0
14947,0,reuters,0
14948,0,reuters,0
14949,0,reuters,0
14950,0,reuters,0
14951,0,reuters,0
14952,0,reuters,0
14953,0,reuters,0
14954,0,reuters,0
14955,0,reuters,0
14956,0,reuters,0
14957,0,reuters,0
14958,0,reuters,0
14959,0,reuters,0
14960,0,reuters,0
14961,0,reuters,0
14962,0,reuters,0
14963,0,reuters,0
14964,0,reuters,0
14965,0,reuters,0
14966,0,reuters,0
14967,0,reuters,0
14968,0,reuters,0
14969,0,reuters,0
14970,0,reuters,0
14971,0,reuters,0
14972,0,reuters,0
14973,0,reuters,0
14974,0,reuters,0
14975,0,reuters,0
14976,0,reuters,0
14977,0,reuters,0
14978,0,reuters,0
14979,0,reuters,0
14980,0,reuters,0
14981,0,reuters,0
14982,0,reuters,0
14983,0,reuters,0
14984,0,reuters,0
14985,0,reuters,0
14986,0,reuters,0
14987,0,reuters,0
14988,0,reuters,0
14989,0,reuters,0
14990,0,reuters,0
14991,0,reuters,0
14992,0,reuters,0
14993,0,reuters,0
14994,0,reuters,0
14995,0,reuters,0
14996,0,reuters,0
14997,0,reuters,0
14998,0,reuters,0
14999,0,reuters,0
15000,0,reuters,0
15001,0,reuters,0
15002,0,reuters,0
15003,0,reuters,0
15004,0,reuters,0
15005,0,reuters,0
15006,0,reuters,0
15007,0,reuters,0
15008,0,reuters,0
15009,0,reuters,0
15010,0,reuters,0
15011,0,reuters,0
15012,0,reuters,0
15013,0,reuters,0
15014,0,reuters,0
15015,0,reuters,0
15016,0,reuters,0
15017,0,reuters,0
15018,0,reuters,0
15019,0,reuters,0
15020,0,reuters,0
15021,0,reuters,0
15022,0,reuters,0
15023,0,reuters,0
15024,0,reuters,0
15025,0,reuters,0
15026,0,reuters,0
15027,0,reuters,0
15028,0,reuters,0
15029,0,reuters,0
15030,0,reuters,0
15031,0,reuters,0
15032,0,reuters,0
15033,0,reuters,0
15034,0,reuters,0
15035,0,reuters,0
15036,0,reuters,0
15037,0,reuters,0
15038,0,reuters,0
15039,0,reuters,0
15040,0,reuters,0
15041,0,reuters,0
15042,0,reuters,0
15043,0,reuters,0
15044,0,reuters,0
15045,0,reuters,0
15046,0,reuters,0
15047,0,reuters,0
15048,0,reuters,0
15049,0,reuters,0
15050,0,reuters,0
15051,0,reuters,0
15052,0,reuters,0
15053,0,reuters,0
15054,0,reuters,0
15055,0,reuters,0
15056,0,reuters,0
15057,0,reuters,0
15058,0,reuters,0
15059,0,reuters,0
15060,0,reuters,0
15061,0,reuters,0
15062,0,reuters,0
15063,0,reuters,0
15064,0,reuters,0
15065,0,reuters,0
15066,0,reuters,0
15067,0,reuters,0
15068,0,reuters,0
15069,0,reuters,0
15070,0,reuters,0
15071,0,reuters,0
15072,0,reuters,0
15073,0,reuters,0
15074,0,reuters,0
15075,0,reuters,0
15076,0,reuters,0
15077,0,reuters,0
15078,0,reuters,0
15079,0,reuters,0
15080,0,reuters,0
15081,0,reuters,0
15082,0,reuters,0
15083,0,reuters,0
15084,0,reuters,0
15085,0,reuters,0
15086,0,reuters,0
15087,0,reuters,0
15088,0,reuters,0
15089,0,reuters,0
15090,0,reuters,0
15091,0,reuters,0
15092,0,reuters,0
15093,0,reuters,0
15094,0,reuters,0
15095,0,reuters,0
15096,0,reuters,0
15097,0,reuters,0
15098,0,reuters,0
15099,0,reuters,0
15100,0,reuters,0
15101,0,reuters,0
15102,0,reuters,0
15103,0,reuters,0
15104,0,reuters,0
15105,0,reuters,0
15106,0,reuters,0
15107,0,reuters,0
15108,0,reuters,0
15109,0,reuters,0
15110,0,reuters,0
15111,0,reuters,0
15112,0,reuters,0
15113,0,reuters,0
15114,0,reuters,0
15115,0,reuters,0
15116,0,reuters,0
15117,0,reuters,0
15118,0,reuters,0
15119,0,reuters,0
15120,0,reuters,0
15121,0,reuters,0
15122,0,reuters,0
15123,0,reuters,0
15124,0,reuters,0
15125,0,reuters,0
15126,0,reuters,0
15127,0,reuters,0
15128,0,reuters,0
15129,0,reuters,0
15130,0,reuters,0
15131,0,reuters,0
15132,0,reuters,0
15133,0,reuters,0
15134,0,reuters,0
15135,0,reuters,0
15136,0,reuters,0
15137,0,reuters,0
15138,0,reuters,0
15139,0,reuters,0
15140,0,reuters,0
15141,0,reuters,0
15142,0,reuters,0
15143,0,reuters,0
15144,0,reuters,0
15145,0,reuters,0
15146,0,reuters,0
15147,0,reuters,0
15148,0,reuters,0
15149,0,reuters,0
15150,0,reuters,0
15151,0,reuters,0
15152,0,reuters,0
15153,0,reuters,0
15154,0,reuters,0
15155,0,reuters,0
15156,0,reuters,0
15157,0,reuters,0
15158,0,reuters,0
15159,0,reuters,0
15160,0,reuters,0
15161,0,reuters,0
15162,0,reuters,0
15163,0,reuters,0
15164,0,reuters,0
15165,0,reuters,0
15166,0,reuters,0
15167,0,reuters,0
15168,0,reuters,0
15169,0,reuters,0
15170,0,reuters,0
15171,0,reuters,0
15172,0,reuters,0
15173,0,reuters,0
15174,0,reuters,0
15175,0,reuters,0
15176,0,reuters,0
15177,0,reuters,0
15178,0,reuters,0
15179,0,reuters,0
15180,0,reuters,0
15181,0,reuters,0
15182,0,reuters,0
15183,0,reuters,0
15184,0,reuters,0
15185,0,reuters,0
15186,0,reuters,0
15187,0,reuters,0
15188,0,reuters,0
15189,0,reuters,0
15190,0,reuters,0
15191,0,reuters,0
15192,0,reuters,0
15193,0,reuters,0
15194,0,reuters,0
15195,0,reuters,0
15196,0,reuters,0
15197,0,reuters,0
15198,0,reuters,0
15199,0,reuters,0
15200,0,reuters,0
15201,0,reuters,0
15202,0,reuters,0
15203,0,reuters,0
15204,0,reuters,0
15205,0,reuters,0
15206,0,reuters,0
15207,0,reuters,0
15208,0,reuters,0
15209,0,reuters,0
15210,0,reuters,0
15211,0,reuters,0
15212,0,reuters,0
15213,0,reuters,0
15214,0,reuters,0
15215,0,reuters,0
15216,0,reuters,0
15217,0,reuters,0
15218,0,reuters,0
15219,0,reuters,0
15220,0,reuters,0
15221,0,reuters,0
15222,0,reuters,0
15223,0,reuters,0
15224,0,reuters,0
15225,0,reuters,0
15226,0,reuters,0
15227,0,reuters,0
15228,0,reuters,0
15229,0,reuters,0
15230,0,reuters,0
15231,0,reuters,0
15232,0,reuters,0
15233,0,reuters,0
15234,0,reuters,0
15235,0,reuters,0
15236,0,reuters,0
15237,0,reuters,0
15238,0,reuters,0
15239,0,reuters,0
15240,0,reuters,0
15241,0,reuters,0
15242,0,reuters,0
15243,0,reuters,0
15244,0,reuters,0
15245,0,reuters,0
15246,0,reuters,0
15247,0,reuters,0
15248,0,reuters,0
15249,0,reuters,0
15250,0,reuters,0
15251,0,reuters,0
15252,0,reuters,0
15253,0,reuters,0
15254,0,reuters,0
15255,0,reuters,0
15256,0,reuters,0
15257,0,reuters,0
15258,0,reuters,0
15259,0,reuters,0
15260,0,reuters,0
15261,0,reuters,0
15262,0,reuters,0
15263,0,reuters,0
15264,0,reuters,0
15265,0,reuters,0
15266,0,reuters,0
15267,0,reuters,0
15268,0,reuters,0
15269,0,reuters,0
15270,0,reuters,0
15271,0,reuters,0
15272,0,reuters,0
15273,0,reuters,0
15274,0,reuters,0
15275,0,reuters,0
15276,0,reuters,0
15277,0,reuters,0
15278,0,reuters,0
15279,0,reuters,0
15280,0,reuters,0
15281,0,reuters,0
15282,0,reuters,0
15283,0,reuters,0
15284,0,reuters,0
15285,0,reuters,0
15286,0,reuters,0
15287,0,reuters,0
15288,0,reuters,0
15289,0,reuters,0
15290,0,reuters,0
15291,0,reuters,0
15292,0,reuters,0
15293,0,reuters,0
15294,0,reuters,0
15295,0,reuters,0
15296,0,reuters,0
15297,0,reuters,0
15298,0,reuters,0
15299,0,reuters,0
15300,0,reuters,0
15301,0,reuters,0
15302,0,reuters,0
15303,0,reuters,0
15304,0,reuters,0
15305,0,reuters,0
15306,0,reuters,0
15307,0,reuters,0
15308,0,reuters,0
15309,0,reuters,0
15310,0,reuters,0
15311,0,reuters,0
15312,0,reuters,0
15313,0,reuters,0
15314,0,reuters,0
15315,0,reuters,0
15316,0,reuters,0
15317,0,reuters,0
15318,0,reuters,0
15319,0,reuters,0
15320,0,reuters,0
15321,0,reuters,0
15322,0,reuters,0
15323,0,reuters,0
15324,0,reuters,0
15325,0,reuters,0
15326,0,reuters,0
15327,0,reuters,0
15328,0,reuters,0
15329,0,reuters,0
15330,0,reuters,0
15331,0,reuters,0
15332,0,reuters,0
15333,0,reuters,0
15334,0,reuters,0
15335,0,reuters,0
15336,0,reuters,0
15337,0,reuters,0
15338,0,reuters,0
15339,0,reuters,0
15340,0,reuters,0
15341,0,reuters,0
15342,0,reuters,0
15343,0,reuters,0
15344,0,reuters,0
15345,0,reuters,0
15346,0,reuters,0
15347,0,reuters,0
15348,0,reuters,0
15349,0,reuters,0
15350,0,reuters,0
15351,0,reuters,0
15352,0,reuters,0
15353,0,reuters,0
15354,0,reuters,0
15355,0,reuters,0
15356,0,reuters,0
15357,0,reuters,0
15358,0,reuters,0
15359,0,reuters,0
15360,0,reuters,0
15361,0,reuters,0
15362,0,reuters,0
15363,0,reuters,0
15364,0,reuters,0
15365,0,reuters,0
15366,0,reuters,0
15367,0,reuters,0
15368,0,reuters,0
15369,0,reuters,0
15370,0,reuters,0
15371,0,reuters,0
15372,0,reuters,0
15373,0,reuters,0
15374,0,reuters,0
15375,0,reuters,0
15376,0,reuters,0
15377,0,reuters,0
15378,0,reuters,0
15379,0,reuters,0
15380,0,reuters,0
15381,0,reuters,0
15382,0,reuters,0
15383,0,reuters,0
15384,0,reuters,0
15385,0,reuters,0
15386,0,reuters,0
15387,0,reuters,0
15388,0,reuters,0
15389,0,reuters,0
15390,0,reuters,0
15391,0,reuters,0
15392,0,reuters,0
15393,0,reuters,0
15394,0,reuters,0
15395,0,reuters,0
15396,0,reuters,0
15397,0,reuters,0
15398,0,reuters,0
15399,0,reuters,0
15400,0,reuters,0
15401,0,reuters,0
15402,0,reuters,0
15403,0,reuters,0
15404,0,reuters,0
15405,0,reuters,0
15406,0,reuters,0
15407,0,reuters,0
15408,0,reuters,0
15409,0,reuters,0
15410,0,reuters,0
15411,0,reuters,0
15412,0,reuters,0
15413,0,reuters,0
15414,0,reuters,0
15415,0,reuters,0
15416,0,reuters,0
15417,0,reuters,0
15418,0,reuters,0
15419,0,reuters,0
15420,0,reuters,0
15421,0,reuters,0
15422,0,reuters,0
15423,0,reuters,0
15424,0,reuters,0
15425,0,reuters,0
15426,0,reuters,0
15427,0,reuters,0
15428,0,reuters,0
15429,0,reuters,0
15430,0,reuters,0
15431,0,reuters,0
15432,0,reuters,0
15433,0,reuters,0
15434,0,reuters,0
15435,0,reuters,0
15436,0,reuters,0
15437,0,reuters,0
15438,0,reuters,0
15439,0,reuters,0
15440,0,reuters,0
15441,0,reuters,0
15442,0,reuters,0
15443,0,reuters,0
15444,0,reuters,0
15445,0,reuters,0
15446,0,reuters,0
15447,0,reuters,0
15448,0,reuters,0
15449,0,reuters,0
15450,0,reuters,0
15451,0,reuters,0
15452,0,reuters,0
15453,0,reuters,0
15454,0,reuters,0
15455,0,reuters,0
15456,0,reuters,0
15457,0,reuters,0
15458,0,reuters,0
15459,0,reuters,0
15460,0,reuters,0
15461,0,reuters,0
15462,0,reuters,0
15463,0,reuters,0
15464,0,reuters,0
15465,0,reuters,0
15466,0,reuters,0
15467,0,reuters,0
15468,0,reuters,0
15469,0,reuters,0
15470,0,reuters,0
15471,0,reuters,0
15472,0,reuters,0
15473,0,reuters,0
15474,0,reuters,0
15475,0,reuters,0
15476,0,reuters,0
15477,0,reuters,0
15478,0,reuters,0
15479,0,reuters,0
15480,0,reuters,0
15481,0,reuters,0
15482,0,reuters,0
15483,0,reuters,0
15484,0,reuters,0
15485,0,reuters,0
15486,0,reuters,0
15487,0,reuters,0
15488,0,reuters,0
15489,0,reuters,0
15490,0,reuters,0
15491,0,reuters,0
15492,0,reuters,0
15493,0,reuters,0
15494,0,reuters,0
15495,0,reuters,0
15496,0,reuters,0
15497,0,reuters,0
15498,0,reuters,0
15499,0,reuters,0
15500,0,reuters,0
15501,0,reuters,0
15502,0,reuters,0
15503,0,reuters,0
15504,0,reuters,0
15505,0,reuters,0
15506,0,reuters,0
15507,0,reuters,0
15508,0,reuters,0
15509,0,reuters,0
15510,0,reuters,0
15511,0,reuters,0
15512,0,reuters,0
15513,0,reuters,0
15514,0,reuters,0
15515,0,reuters,0
15516,0,reuters,0
15517,0,reuters,0
15518,0,reuters,0
15519,0,reuters,0
15520,0,reuters,0
15521,0,reuters,0
15522,0,reuters,0
15523,0,reuters,0
15524,0,reuters,0
15525,0,reuters,0
15526,0,reuters,0
15527,0,reuters,0
15528,0,reuters,0
15529,0,reuters,0
15530,0,reuters,0
15531,0,reuters,0
15532,0,reuters,0
15533,0,reuters,0
15534,0,reuters,0
15535,0,reuters,0
15536,0,reuters,0
15537,0,reuters,0
15538,0,reuters,0
15539,0,reuters,0
15540,0,reuters,0
15541,0,reuters,0
15542,0,reuters,0
15543,0,reuters,0
15544,0,reuters,0
15545,0,reuters,0
15546,0,reuters,0
15547,0,reuters,0
15548,0,reuters,0
15549,0,reuters,0
15550,0,reuters,0
15551,0,reuters,0
15552,0,reuters,0
15553,0,reuters,0
15554,0,reuters,0
15555,0,reuters,0
15556,0,reuters,0
15557,0,reuters,0
15558,0,reuters,0
15559,0,reuters,0
15560,0,reuters,0
15561,0,reuters,0
15562,0,reuters,0
15563,0,reuters,0
15564,0,reuters,0
15565,0,reuters,0
15566,0,reuters,0
15567,0,reuters,0
15568,0,reuters,0
15569,0,reuters,0
15570,0,reuters,0
15571,0,reuters,0
15572,0,reuters,0
15573,0,reuters,0
15574,0,reuters,0
15575,0,reuters,0
15576,0,reuters,0
15577,0,reuters,0
15578,0,reuters,0
15579,0,reuters,0
15580,0,reuters,0
15581,0,reuters,0
15582,0,reuters,0
15583,0,reuters,0
15584,0,reuters,0
15585,0,reuters,0
15586,0,reuters,0
15587,0,reuters,0
15588,0,reuters,0
15589,0,reuters,0
15590,0,reuters,0
15591,0,reuters,0
15592,0,reuters,0
15593,0,reuters,0
15594,0,reuters,0
15595,0,reuters,0
15596,0,reuters,0
15597,0,reuters,0
15598,0,reuters,0
15599,0,reuters,0
15600,0,reuters,0
15601,0,reuters,0
15602,0,reuters,0
15603,0,reuters,0
15604,0,reuters,0
15605,0,reuters,0
15606,0,reuters,0
15607,0,reuters,0
15608,0,reuters,0
15609,0,reuters,0
15610,0,reuters,0
15611,0,reuters,0
15612,0,reuters,0
15613,0,reuters,0
15614,0,reuters,0
15615,0,reuters,0
15616,0,reuters,0
15617,0,reuters,0
15618,0,reuters,0
15619,0,reuters,0
15620,0,reuters,0
15621,0,reuters,0
15622,0,reuters,0
15623,0,reuters,0
15624,0,reuters,0
15625,0,reuters,0
15626,0,reuters,0
15627,0,reuters,0
15628,0,reuters,0
15629,0,reuters,0
15630,0,reuters,0
15631,0,reuters,0
15632,0,reuters,0
15633,0,reuters,0
15634,0,reuters,0
15635,0,reuters,0
15636,0,reuters,0
15637,0,reuters,0
15638,0,reuters,0
15639,0,reuters,0
15640,0,reuters,0
15641,0,reuters,0
15642,0,reuters,0
15643,0,reuters,0
15644,0,reuters,0
15645,0,reuters,0
15646,0,reuters,0
15647,0,reuters,0
15648,0,reuters,0
15649,0,reuters,0
15650,0,reuters,0
15651,0,reuters,0
15652,0,reuters,0
15653,0,reuters,0
15654,0,reuters,0
15655,0,reuters,0
15656,0,reuters,0
15657,0,reuters,0
15658,0,reuters,0
15659,0,reuters,0
15660,0,reuters,0
15661,0,reuters,0
15662,0,reuters,0
15663,0,reuters,0
15664,0,reuters,0
15665,0,reuters,0
15666,0,reuters,0
15667,0,reuters,0
15668,0,reuters,0
15669,0,reuters,0
15670,0,reuters,0
15671,0,reuters,0
15672,0,reuters,0
15673,0,reuters,0
15674,0,reuters,0
15675,0,reuters,0
15676,0,reuters,0
15677,0,reuters,0
15678,0,reuters,0
15679,0,reuters,0
15680,0,reuters,0
15681,0,reuters,0
15682,0,reuters,0
15683,0,reuters,0
15684,0,reuters,0
15685,0,reuters,0
15686,0,reuters,0
15687,0,reuters,0
15688,0,reuters,0
15689,0,reuters,0
15690,0,reuters,0
15691,0,reuters,0
15692,0,reuters,0
15693,0,reuters,0
15694,0,reuters,0
15695,0,reuters,0
15696,0,reuters,0
15697,0,reuters,0
15698,0,reuters,0
15699,0,reuters,0
15700,0,reuters,0
15701,0,reuters,0
15702,0,reuters,0
15703,0,reuters,0
15704,0,reuters,0
15705,0,reuters,0
15706,0,reuters,0
15707,0,reuters,0
15708,0,reuters,0
15709,0,reuters,0
15710,0,reuters,0
15711,0,reuters,0
15712,0,reuters,0
15713,0,reuters,0
15714,0,reuters,0
15715,0,reuters,0
15716,0,reuters,0
15717,0,reuters,0
15718,0,reuters,0
15719,0,reuters,0
15720,0,reuters,0
15721,0,reuters,0
15722,0,reuters,0
15723,0,reuters,0
15724,0,reuters,0
15725,0,reuters,0
15726,0,reuters,0
15727,0,reuters,0
15728,0,reuters,0
15729,0,reuters,0
15730,0,reuters,0
15731,0,reuters,0
15732,0,reuters,0
15733,0,reuters,0
15734,0,reuters,0
15735,0,reuters,0
15736,0,reuters,0
15737,0,reuters,0
15738,0,reuters,0
15739,0,reuters,0
15740,0,reuters,0
15741,0,reuters,0
15742,0,reuters,0
15743,0,reuters,0
